featureName,parm37,parm37_lgg,parm37_gbm,parm37_conjugate,parm46,parm46_lgg,parm46_gbm,parm46_conjugate,parm55,parm55_lgg,parm55_gbm,parm55_conjugate,parm64,parm64_lgg,parm64_gbm,parm64_conjugate,parm73,parm73_lgg,parm73_gbm,parm73_conjugate
wavelet.LLL_glcm_SumEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_gldm_DependenceNonUniformityNormalized,63,53,60,50,79,76,74,71,87,76,86,76,93,89,78,76,78,65,62,54
gradient_glcm_DifferenceAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_firstorder_Energy,5,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_firstorder_90Percentile,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
gradient_glcm_Imc1,99,81,93,76,107,92,101,86,112,96,103,88,104,86,85,73,109,92,87,74
wavelet.HLL_glszm_SmallAreaLowGrayLevelEmphasis,10,8,8,7,4,3,4,3,4,4,3,3,1,0,1,0,1,1,1,1
wavelet.HLL_firstorder_10Percentile,4,3,4,3,2,2,2,2,1,0,1,0,1,1,1,1,0,0,0,0
wavelet.HHL_gldm_SmallDependenceEmphasis,2,2,2,2,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
original_gldm_SmallDependenceHighGrayLevelEmphasis,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
exponential_glrlm_RunLengthNonUniformityNormalized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_gldm_SmallDependenceHighGrayLevelEmphasis,1,0,1,0,4,4,4,4,0,0,0,0,1,1,1,1,0,0,0,0
square_glcm_Idn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glcm_Id,11,10,10,9,18,17,17,16,21,19,20,18,22,22,20,20,8,7,6,5
wavelet.LHL_gldm_GrayLevelVariance,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LHH_glszm_GrayLevelVariance,3,1,2,1,0,0,0,0,2,1,2,1,2,2,2,2,0,0,0,0
log.sigma.5.mm.3D_firstorder_10Percentile,16,14,15,13,11,11,11,11,14,12,13,11,7,5,7,5,5,3,4,2
original_shape_Elongation,134,124,126,117,159,152,152,145,198,184,186,173,278,250,248,224,326,253,270,207
original_glszm_GrayLevelNonUniformity,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_glszm_ZonePercentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
gradient_firstorder_Minimum,26,23,23,21,25,24,24,23,29,24,29,24,26,24,22,21,23,16,22,15
log.sigma.5.mm.3D_glcm_JointEnergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logarithm_gldm_DependenceNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logarithm_glcm_Imc2,12,11,12,11,19,19,19,19,11,11,11,11,21,21,18,18,8,8,6,6
original_shape_LeastAxisLength,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_firstorder_Mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_firstorder_10Percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_ngtdm_Contrast,6,6,6,6,4,3,3,2,0,0,0,0,2,2,2,2,0,0,0,0
exponential_glrlm_LowGrayLevelRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_firstorder_MeanAbsoluteDeviation,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
lbp.2D_firstorder_RootMeanSquared,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glszm_HighGrayLevelZoneEmphasis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glcm_SumSquares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glszm_SizeZoneNonUniformity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glrlm_LowGrayLevelRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.m2_firstorder_Kurtosis,2,2,2,2,6,6,6,6,1,1,1,1,6,6,5,5,2,2,2,2
wavelet.LHL_glcm_MaximumProbability,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glrlm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_firstorder_Energy,16,16,16,16,35,32,34,31,35,31,34,30,39,36,33,32,62,51,49,39
logarithm_gldm_DependenceVariance,208,182,193,168,206,186,192,173,245,223,227,208,218,187,189,164,191,146,148,111
wavelet.LLL_glszm_SizeZoneNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logarithm_firstorder_Uniformity,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
wavelet.LLL_firstorder_Median,8,8,7,7,3,2,2,2,3,3,2,2,0,0,0,0,2,1,1,0
lbp.2D_glrlm_LongRunLowGrayLevelEmphasis,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_SumAverage,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
original_firstorder_Variance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_glrlm_LongRunHighGrayLevelEmphasis,56,47,54,46,78,70,75,67,87,81,77,72,118,100,100,84,134,110,116,93
wavelet.LHL_firstorder_Kurtosis,31,27,30,26,27,23,26,22,24,22,21,19,22,21,18,17,17,13,11,7
wavelet.HLL_firstorder_RobustMeanAbsoluteDeviation,4,3,4,3,2,2,2,2,0,0,0,0,1,1,1,1,2,2,2,2
original_glcm_Id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_glrlm_GrayLevelNonUniformityNormalized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_glcm_ClusterProminence,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
gradient_gldm_LowGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_gldm_DependenceVariance,5,5,5,5,7,7,7,7,9,9,7,7,8,6,8,6,1,1,1,1
wavelet.LHL_glszm_LargeAreaLowGrayLevelEmphasis,6,6,6,6,4,4,3,3,5,5,4,4,6,6,6,6,10,8,8,7
logarithm_firstorder_Variance,3,3,3,3,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
log.sigma.3.mm.3D_glrlm_RunVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squareroot_glcm_Imc2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LHL_firstorder_Entropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_JointEnergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_glcm_JointAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_gldm_SmallDependenceHighGrayLevelEmphasis,2,2,2,2,5,4,5,4,12,12,12,12,13,13,11,11,9,7,7,5
lbp.3D.k_glcm_Idm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_gldm_SmallDependenceEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_glszm_SmallAreaHighGrayLevelEmphasis,11,10,10,9,7,6,7,6,3,3,3,3,2,2,2,2,3,2,2,1
log.sigma.3.mm.3D_glcm_JointEnergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_ngtdm_Strength,3,3,3,3,1,1,1,1,2,2,2,2,1,1,1,1,1,1,0,0
wavelet.LHL_glszm_LargeAreaEmphasis,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,2,2,2,2
wavelet.LHH_glrlm_RunLengthNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_gldm_SmallDependenceHighGrayLevelEmphasis,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_glrlm_RunPercentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_firstorder_Skewness,10,7,10,7,5,5,5,5,6,5,6,5,1,1,1,1,0,0,0,0
wavelet.LLL_glszm_GrayLevelVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_glrlm_RunLengthNonUniformity,5,5,5,5,6,5,6,5,1,1,1,1,1,1,1,1,0,0,0,0
squareroot_glcm_Imc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glcm_Autocorrelation,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_SumEntropy,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_ngtdm_Complexity,6,5,6,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glrlm_ShortRunHighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glcm_SumAverage,2,2,2,2,2,2,2,2,1,1,0,0,2,2,2,2,2,1,0,0
wavelet.HHL_glcm_Imc2,1,1,1,1,8,8,7,7,9,9,6,6,13,12,13,12,22,19,15,13
exponential_glszm_GrayLevelVariance,21,16,19,14,16,16,15,15,15,14,13,12,10,9,7,6,8,7,6,5
wavelet.HLL_gldm_SmallDependenceHighGrayLevelEmphasis,3,2,3,2,2,2,1,1,2,2,2,2,6,6,4,4,6,4,5,3
wavelet.HHH_glrlm_ShortRunLowGrayLevelEmphasis,0,0,0,0,3,3,3,3,0,0,0,0,2,2,2,2,0,0,0,0
gradient_glszm_ZonePercentage,7,6,7,6,6,6,6,6,7,7,7,7,5,4,3,2,0,0,0,0
gradient_ngtdm_Contrast,25,24,25,24,28,28,28,28,34,33,32,31,38,33,34,31,40,29,30,23
original_firstorder_90Percentile,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glcm_ClusterTendency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_JointEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_glszm_LargeAreaEmphasis,1,1,1,1,2,2,1,1,8,8,8,8,10,9,10,9,10,6,9,5
wavelet.HLH_glcm_DifferenceEntropy,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_gldm_HighGrayLevelEmphasis,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_firstorder_Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glrlm_ShortRunHighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_glcm_ClusterShade,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glcm_Imc1,6,6,6,6,1,1,1,1,2,2,2,2,7,7,6,6,4,4,2,2
lbp.3D.k_glcm_SumSquares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_ngtdm_Strength,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1
squareroot_glszm_ZoneVariance,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
squareroot_firstorder_Mean,28,25,28,25,27,25,26,24,10,10,9,9,8,8,6,6,6,6,4,4
log.sigma.3.mm.3D_gldm_LargeDependenceEmphasis,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_firstorder_Skewness,16,15,14,14,13,12,13,12,15,14,13,12,8,8,7,7,2,2,2,2
wavelet.HLH_firstorder_InterquartileRange,22,19,21,19,23,23,23,23,27,27,25,25,24,21,22,19,23,19,18,15
wavelet.HHL_gldm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_glrlm_LongRunLowGrayLevelEmphasis,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glszm_SmallAreaHighGrayLevelEmphasis,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,0,0,0,0
wavelet.LLH_firstorder_Median,4,4,3,3,2,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glcm_MaximumProbability,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LLH_firstorder_RootMeanSquared,10,6,10,6,13,13,13,13,18,16,16,14,7,7,4,4,3,2,2,1
logarithm_glcm_SumEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_ClusterProminence,88,85,86,84,108,102,104,98,98,87,91,81,92,80,74,63,65,53,59,49
wavelet.HHH_glszm_SmallAreaHighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
wavelet.LLL_firstorder_RobustMeanAbsoluteDeviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_Id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glrlm_RunLengthNonUniformityNormalized,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
square_glszm_ZonePercentage,4,3,4,3,3,3,3,3,7,7,7,7,11,8,9,6,9,8,6,5
squareroot_glrlm_RunLengthNonUniformity,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
wavelet.LLH_firstorder_Uniformity,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
lbp.2D_firstorder_Kurtosis,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
wavelet.LHL_firstorder_Skewness,20,18,20,18,14,13,12,11,7,6,6,5,5,4,5,4,3,2,2,1
wavelet.LLH_glrlm_ShortRunEmphasis,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1
log.sigma.5.mm.3D_firstorder_Range,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
squareroot_firstorder_10Percentile,537,484,510,466,699,654,674,630,861,784,808,735,946,835,821,731,982,783,788,619
wavelet.HHL_gldm_SmallDependenceHighGrayLevelEmphasis,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
lbp.3D.k_glrlm_GrayLevelNonUniformityNormalized,55,47,55,47,60,58,58,56,78,68,72,63,63,50,53,46,40,31,33,25
log.sigma.3.mm.3D_firstorder_Variance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_glszm_ZoneVariance,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,0,0,0,0
original_glcm_Idn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_gldm_DependenceVariance,5,4,5,4,8,8,7,7,2,2,2,2,9,6,8,6,6,5,6,5
gradient_ngtdm_Coarseness,3,2,3,2,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0
lbp.3D.m1_firstorder_Kurtosis,0,0,0,0,0,0,0,0,3,3,3,3,3,2,2,2,0,0,0,0
wavelet.LHH_glszm_ZoneEntropy,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glrlm_ShortRunLowGrayLevelEmphasis,1,0,1,0,2,2,2,2,3,3,3,3,1,1,1,1,0,0,0,0
lbp.2D_gldm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_ngtdm_Busyness,69,58,63,53,87,79,79,71,97,89,85,78,107,97,87,79,98,75,74,53
wavelet.LHL_firstorder_RobustMeanAbsoluteDeviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_DifferenceAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.m2_glrlm_LongRunEmphasis,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glrlm_RunLengthNonUniformity,0,0,0,0,1,1,0,0,2,1,2,1,3,3,3,3,3,1,3,1
wavelet.HHL_glrlm_LongRunEmphasis,77,65,73,63,117,104,110,98,142,125,133,118,105,89,89,76,80,63,69,54
gradient_firstorder_Uniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_glcm_MCC,53,46,49,42,29,28,27,26,37,33,35,31,15,14,11,11,6,5,5,4
exponential_firstorder_Range,15,12,12,9,14,14,12,12,6,4,5,3,12,10,9,7,3,2,2,1
lbp.3D.k_gldm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glcm_SumAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squareroot_glcm_MCC,3,3,3,3,7,6,7,6,1,1,1,1,0,0,0,0,0,0,0,0
lbp.3D.k_firstorder_Minimum,10,8,10,8,7,7,6,6,7,5,7,5,3,3,1,1,3,2,2,1
wavelet.LLL_gldm_GrayLevelNonUniformity,0,0,0,0,2,2,2,2,6,5,6,5,13,13,12,12,5,5,4,4
lbp.3D.k_firstorder_Variance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_gldm_GrayLevelNonUniformity,0,0,0,0,3,3,2,2,2,2,2,2,1,0,1,0,1,1,1,1
wavelet.HLH_glcm_Autocorrelation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glszm_ZoneVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glcm_MaximumProbability,2,2,2,2,1,0,1,0,3,3,2,2,3,2,1,1,1,1,1,1
wavelet.LHH_ngtdm_Contrast,185,170,178,163,344,324,326,307,483,449,456,424,641,571,563,504,786,646,636,516
square_glcm_Autocorrelation,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_ngtdm_Contrast,4,4,4,4,5,5,5,5,5,5,5,5,8,7,7,6,5,4,4,3
wavelet.HHH_gldm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glszm_GrayLevelNonUniformityNormalized,13,12,13,12,7,7,6,6,3,3,3,3,1,1,1,1,0,0,0,0
wavelet.HLL_glcm_Imc1,0,0,0,0,1,1,1,1,3,3,3,3,1,0,0,0,3,3,2,2
wavelet.HLH_glcm_Idn,5,4,5,4,2,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0
square_gldm_GrayLevelVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logarithm_glrlm_RunPercentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_firstorder_Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glszm_ZoneVariance,18,17,17,16,43,40,41,38,57,55,51,49,35,35,30,30,22,20,12,10
gradient_firstorder_Maximum,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glszm_GrayLevelNonUniformity,3,3,3,3,13,13,13,13,31,31,31,31,42,40,37,36,46,45,40,39
log.sigma.3.mm.3D_firstorder_Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_gldm_HighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_Imc1,80,75,78,73,129,122,121,114,198,184,189,175,256,229,210,191,365,295,286,228
wavelet.HHL_glrlm_ShortRunEmphasis,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
original_gldm_DependenceEntropy,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_gldm_SmallDependenceEmphasis,0,0,0,0,2,2,2,2,2,2,2,2,4,4,3,3,10,7,7,4
wavelet.LHL_glcm_Idn,6,5,6,5,8,6,8,6,1,1,0,0,7,7,6,6,2,1,1,1
gradient_glrlm_HighGrayLevelRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_firstorder_Kurtosis,38,36,35,33,35,31,34,30,39,30,37,28,19,17,17,15,13,12,10,9
squareroot_firstorder_InterquartileRange,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
exponential_glrlm_GrayLevelVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glrlm_RunEntropy,46,43,45,42,41,38,40,37,39,38,36,35,34,32,28,27,21,13,14,8
gradient_gldm_GrayLevelNonUniformity,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0
log.sigma.5.mm.3D_firstorder_Uniformity,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
wavelet.LHH_glrlm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glcm_ClusterShade,48,41,44,40,87,80,81,75,159,142,143,127,208,181,180,158,253,189,203,151
wavelet.HHH_firstorder_10Percentile,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_gldm_SmallDependenceEmphasis,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2
square_glcm_Idmn,3,3,3,3,7,7,7,7,5,5,4,4,2,1,1,1,2,1,2,1
wavelet.HLL_glcm_Correlation,4,4,4,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.HHL_firstorder_Minimum,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0
gradient_glcm_ClusterProminence,4,4,4,4,3,3,3,3,9,9,9,9,11,9,10,8,12,12,7,7
gradient_glrlm_RunLengthNonUniformity,50,45,48,43,59,57,53,51,48,41,48,41,52,48,44,42,41,31,36,29
exponential_firstorder_Entropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_glcm_Idn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_ngtdm_Coarseness,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
square_glszm_LargeAreaEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glcm_Correlation,4,3,3,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_InverseVariance,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.HLH_firstorder_Energy,3,3,2,2,3,3,3,3,0,0,0,0,2,0,2,0,1,1,1,1
lbp.3D.m1_firstorder_TotalEnergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_firstorder_MeanAbsoluteDeviation,1,0,1,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0,0,0
lbp.2D_firstorder_Mean,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,0
log.sigma.3.mm.3D_glszm_LargeAreaEmphasis,5,5,5,5,4,4,4,4,17,16,15,14,21,18,19,18,31,24,23,18
gradient_firstorder_RootMeanSquared,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
wavelet.HLL_gldm_SmallDependenceLowGrayLevelEmphasis,5,4,4,3,8,7,8,7,3,3,2,2,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glcm_Imc2,13,10,12,9,13,13,12,12,7,6,7,6,9,7,9,7,10,8,7,5
wavelet.HLL_glcm_Imc2,3,2,3,2,5,5,5,5,31,29,30,28,51,44,47,40,82,77,66,61
gradient_glcm_JointEnergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_Idn,26,23,23,20,44,40,43,39,66,60,59,55,75,65,64,57,74,52,52,36
log.sigma.3.mm.3D_glcm_SumEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_Contrast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_glcm_MaximumProbability,6,4,5,4,11,9,10,8,6,6,6,6,2,1,1,0,2,2,1,1
exponential_glrlm_RunLengthNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_ClusterProminence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_shape_Maximum3DDiameter,25,21,23,19,27,22,26,21,17,14,17,14,11,10,7,7,19,16,16,13
squareroot_glcm_Id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_gldm_DependenceNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glszm_SizeZoneNonUniformity,4,3,2,2,7,5,7,5,2,1,2,1,2,2,2,2,0,0,0,0
lbp.3D.k_gldm_DependenceNonUniformityNormalized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_glrlm_LowGrayLevelRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glrlm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_gldm_GrayLevelVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_ClusterProminence,0,0,0,0,2,2,2,2,0,0,0,0,1,1,1,1,0,0,0,0
wavelet.LHH_ngtdm_Complexity,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
gradient_ngtdm_Busyness,91,71,82,64,79,74,74,69,64,55,59,51,41,34,30,25,22,19,19,16
wavelet.LHL_glrlm_ShortRunLowGrayLevelEmphasis,9,9,9,9,6,5,4,3,9,6,7,4,0,0,0,0,1,0,0,0
wavelet.LHH_firstorder_Uniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
wavelet.LLL_glszm_ZonePercentage,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
