featureName,parm37,parm37_lgg,parm37_gbm,parm37_conjugate,parm46,parm46_lgg,parm46_gbm,parm46_conjugate,parm55,parm55_lgg,parm55_gbm,parm55_conjugate,parm64,parm64_lgg,parm64_gbm,parm64_conjugate,parm73,parm73_lgg,parm73_gbm,parm73_conjugate
wavelet.HHL_glcm_SumEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_glszm_LargeAreaLowGrayLevelEmphasis,0,0,0,0,3,3,3,3,8,8,8,8,6,5,6,5,11,8,8,6
exponential_glcm_SumEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_gldm_LowGrayLevelEmphasis,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glcm_DifferenceAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glrlm_ShortRunEmphasis,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_ClusterTendency,2,0,2,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0
squareroot_firstorder_RobustMeanAbsoluteDeviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glrlm_RunLengthNonUniformity,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LLL_gldm_DependenceVariance,1,1,1,1,3,3,3,3,0,0,0,0,1,1,0,0,4,3,4,3
wavelet.LLL_gldm_DependenceEntropy,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.HLH_gldm_DependenceVariance,5,5,5,5,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0
square_gldm_GrayLevelNonUniformity,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2
square_glszm_LargeAreaLowGrayLevelEmphasis,10,7,9,7,3,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.HHL_firstorder_Kurtosis,3,2,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_Imc2,3,2,3,2,0,0,0,0,4,3,4,3,0,0,0,0,7,5,3,3
wavelet.LHL_glrlm_LongRunHighGrayLevelEmphasis,3,3,2,2,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0
wavelet.HLH_ngtdm_Contrast,35,30,32,28,50,46,46,42,40,37,37,34,30,25,20,19,23,19,14,11
exponential_glrlm_HighGrayLevelRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_glszm_SizeZoneNonUniformityNormalized,304,261,289,251,379,359,369,350,469,436,437,407,469,414,405,360,460,373,358,283
wavelet.LHL_glrlm_HighGrayLevelRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.m1_firstorder_InterquartileRange,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.HHH_gldm_DependenceNonUniformityNormalized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
wavelet.HHL_firstorder_RobustMeanAbsoluteDeviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glrlm_LongRunLowGrayLevelEmphasis,1,1,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_MaximumProbability,19,14,16,13,10,9,10,9,11,10,10,9,10,9,7,6,2,2,2,2
original_glcm_ClusterProminence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glszm_ZoneEntropy,5,5,5,5,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
lbp.3D.m2_firstorder_Variance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_gldm_LargeDependenceHighGrayLevelEmphasis,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
square_ngtdm_Busyness,10,9,10,9,1,1,1,1,3,3,3,3,2,1,2,1,3,2,2,1
log.sigma.5.mm.3D_glcm_Correlation,18,16,18,16,11,10,9,9,6,6,6,6,12,11,12,11,10,8,9,7
wavelet.LLH_glrlm_GrayLevelVariance,17,16,15,14,18,16,17,15,34,30,31,27,36,33,33,30,47,35,34,24
wavelet.HHL_glrlm_HighGrayLevelRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glcm_DifferenceEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glcm_Imc1,5,4,4,4,5,4,5,4,3,3,3,3,7,7,6,6,8,8,7,7
log.sigma.3.mm.3D_glcm_ClusterProminence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_ngtdm_Coarseness,0,0,0,0,2,2,2,2,1,1,1,1,0,0,0,0,1,1,1,1
wavelet.LHL_ngtdm_Coarseness,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
exponential_gldm_GrayLevelNonUniformity,3,2,3,2,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0
wavelet.LLH_firstorder_Range,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LHH_glcm_JointEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_firstorder_Energy,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
logarithm_glcm_Imc1,4,4,4,4,3,3,3,3,7,6,6,5,4,4,2,2,0,0,0,0
wavelet.HLL_glrlm_ShortRunLowGrayLevelEmphasis,4,4,4,4,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0
exponential_gldm_GrayLevelVariance,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0
wavelet.HHL_ngtdm_Complexity,2,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
gradient_glcm_MaximumProbability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_Correlation,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_ClusterShade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
wavelet.HLL_firstorder_Maximum,4,3,3,2,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_gldm_SmallDependenceLowGrayLevelEmphasis,4,4,3,3,5,5,5,5,6,5,6,5,3,3,3,3,3,2,1,0
original_firstorder_Uniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_gldm_SmallDependenceHighGrayLevelEmphasis,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_Autocorrelation,0,0,0,0,1,1,1,1,4,4,4,4,0,0,0,0,0,0,0,0
wavelet.HHH_glcm_DifferenceEntropy,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glszm_SmallAreaHighGrayLevelEmphasis,10,9,10,9,12,11,12,11,15,15,14,14,13,11,12,11,15,13,14,12
squareroot_glrlm_RunVariance,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
gradient_glszm_SmallAreaHighGrayLevelEmphasis,9,9,9,9,5,5,5,5,9,9,9,9,6,5,6,5,8,8,7,7
wavelet.LHL_gldm_LargeDependenceLowGrayLevelEmphasis,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_glrlm_GrayLevelNonUniformityNormalized,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
squareroot_firstorder_90Percentile,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_firstorder_InterquartileRange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glszm_GrayLevelVariance,47,41,44,38,52,46,50,44,58,50,54,46,51,49,41,40,51,40,38,27
log.sigma.3.mm.3D_glcm_Idm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_firstorder_InterquartileRange,36,28,32,26,48,42,45,39,59,47,54,42,75,67,66,59,90,69,72,53
wavelet.HHH_glcm_MCC,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_ngtdm_Busyness,124,116,117,110,168,158,157,147,200,186,187,174,195,160,165,136,174,143,144,116
exponential_gldm_LargeDependenceHighGrayLevelEmphasis,2,2,2,2,4,4,4,4,5,4,5,4,5,4,4,4,3,3,3,3
exponential_glcm_MaximumProbability,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
square_glrlm_RunLengthNonUniformity,103,87,92,78,94,76,89,72,85,77,80,72,65,52,56,46,52,40,41,34
wavelet.HHL_ngtdm_Strength,6,6,5,5,6,4,6,4,8,8,8,8,17,15,15,13,27,20,23,17
lbp.2D_glrlm_RunVariance,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
wavelet.LLH_glcm_JointEntropy,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
wavelet.HLH_firstorder_MeanAbsoluteDeviation,2,2,2,2,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
wavelet.LLH_glcm_SumAverage,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_ClusterTendency,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
square_gldm_SmallDependenceHighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_glcm_DifferenceAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glszm_ZoneEntropy,83,66,75,62,110,99,106,95,151,141,138,130,193,172,163,146,253,213,207,170
wavelet.HHL_ngtdm_Busyness,30,27,29,26,36,35,33,32,27,26,24,23,19,17,19,17,20,15,12,9
squareroot_firstorder_RootMeanSquared,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glrlm_ShortRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glcm_Imc2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_gldm_DependenceNonUniformity,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
logarithm_glcm_ClusterProminence,2,2,2,2,2,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0
wavelet.HLL_gldm_HighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_glrlm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LLL_glszm_LargeAreaEmphasis,0,0,0,0,0,0,0,0,3,2,3,2,1,1,1,1,0,0,0,0
wavelet.LLL_glrlm_LongRunHighGrayLevelEmphasis,2,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
exponential_gldm_HighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_glcm_SumEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glrlm_GrayLevelNonUniformityNormalized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_firstorder_90Percentile,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glrlm_HighGrayLevelRunEmphasis,0,0,0,0,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_firstorder_TotalEnergy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glrlm_RunVariance,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_firstorder_Variance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_glcm_ClusterTendency,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_glcm_Autocorrelation,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glcm_JointEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glszm_SmallAreaHighGrayLevelEmphasis,3,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,0,1,0
square_glcm_Imc1,1,0,1,0,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LLH_firstorder_Variance,1,1,1,1,6,4,5,3,2,2,2,2,3,2,1,1,0,0,0,0
log.sigma.3.mm.3D_glcm_InverseVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glcm_MaximumProbability,14,9,14,9,15,14,15,14,17,16,12,11,7,6,7,6,3,3,1,1
wavelet.HLL_glrlm_RunLengthNonUniformityNormalized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_gldm_GrayLevelVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glrlm_RunEntropy,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_firstorder_TotalEnergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_firstorder_Energy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glrlm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.m2_glrlm_RunVariance,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
wavelet.HHL_gldm_LargeDependenceLowGrayLevelEmphasis,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
wavelet.LLL_glcm_Autocorrelation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_firstorder_RootMeanSquared,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_glszm_HighGrayLevelZoneEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.m2_firstorder_Median,4,3,4,3,5,5,4,4,3,3,3,3,2,2,2,2,1,1,1,1
lbp.3D.m2_glrlm_LongRunLowGrayLevelEmphasis,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gradient_glrlm_GrayLevelNonUniformityNormalized,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0
original_glcm_ClusterShade,7,4,7,4,5,4,5,4,1,1,1,1,0,0,0,0,0,0,0,0
gradient_glcm_JointAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glcm_ClusterShade,4,1,3,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
original_shape_MeshVolume,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_Idn,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0
original_gldm_GrayLevelNonUniformity,1,1,1,1,3,3,3,3,2,2,2,2,1,1,0,0,0,0,0,0
exponential_glrlm_ShortRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_firstorder_Maximum,6,5,6,5,2,2,2,2,2,2,2,2,4,3,4,3,1,1,1,1
log.sigma.5.mm.3D_glcm_DifferenceAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_glrlm_RunVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.2D_firstorder_TotalEnergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_firstorder_Entropy,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
logarithm_glszm_ZonePercentage,53,50,49,46,64,63,61,60,82,75,76,69,88,73,76,64,86,74,69,59
wavelet.HLH_firstorder_Uniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_glcm_Correlation,57,47,54,45,108,103,107,102,120,111,109,101,161,140,144,125,209,160,170,127
wavelet.HHH_glszm_ZoneEntropy,5,5,5,5,2,1,1,0,3,3,3,3,0,0,0,0,0,0,0,0
exponential_firstorder_InterquartileRange,0,0,0,0,2,2,2,2,1,1,0,0,6,6,4,4,2,2,2,2
exponential_firstorder_RootMeanSquared,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
log.sigma.5.mm.3D_gldm_GrayLevelVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glrlm_RunPercentage,1,1,1,1,0,0,0,0,0,0,0,0,3,3,3,3,1,1,0,0
logarithm_glcm_Idm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glrlm_GrayLevelNonUniformity,2,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_DifferenceAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.2D_firstorder_Skewness,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
wavelet.HLH_glcm_SumSquares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_gldm_SmallDependenceLowGrayLevelEmphasis,3,2,3,2,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.HLH_glrlm_RunVariance,12,12,12,12,16,14,15,14,15,15,15,15,12,12,9,9,7,5,6,5
exponential_firstorder_Variance,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
wavelet.LLL_glszm_LargeAreaLowGrayLevelEmphasis,2,1,2,1,0,0,0,0,1,1,1,1,1,1,1,1,4,1,2,0
wavelet.LLH_glcm_MCC,9,9,7,7,7,7,6,6,5,4,5,4,1,1,1,1,0,0,0,0
wavelet.LLH_gldm_DependenceNonUniformity,3,2,3,2,4,4,3,3,4,3,4,3,14,13,14,13,5,4,5,4
wavelet.LHH_firstorder_Median,40,38,37,35,23,21,22,20,15,11,14,10,14,13,12,11,2,2,1,1
wavelet.LLH_glcm_Id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_glszm_ZoneEntropy,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,1,1,1,1
wavelet.LHL_firstorder_TotalEnergy,4,3,3,2,2,2,2,2,1,1,1,1,4,3,4,3,1,0,1,0
wavelet.HLH_glcm_SumEntropy,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
wavelet.LHH_glrlm_GrayLevelVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.m1_glrlm_LongRunHighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glszm_ZoneEntropy,66,50,62,48,92,87,89,85,102,92,94,84,126,107,115,99,104,81,81,59
log.sigma.5.mm.3D_firstorder_Maximum,19,18,17,16,8,8,7,7,7,6,7,6,3,3,3,3,2,2,2,2
log.sigma.5.mm.3D_ngtdm_Coarseness,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
wavelet.HLH_glcm_Idm,11,11,11,11,13,12,13,12,12,10,12,10,9,8,5,4,7,4,7,4
wavelet.HLH_glcm_DifferenceVariance,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logarithm_gldm_GrayLevelNonUniformity,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
log.sigma.5.mm.3D_firstorder_Variance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
wavelet.HHH_glcm_Correlation,3,3,3,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.HHH_glcm_JointEnergy,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_firstorder_TotalEnergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_firstorder_MeanAbsoluteDeviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glrlm_HighGrayLevelRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squareroot_glrlm_LongRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glcm_DifferenceAverage,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
log.sigma.5.mm.3D_glszm_GrayLevelVariance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_glrlm_GrayLevelNonUniformity,36,29,31,26,18,13,16,12,9,8,8,7,5,5,2,2,3,3,2,2
wavelet.LLH_firstorder_Minimum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_gldm_GrayLevelVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glszm_GrayLevelVariance,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glrlm_LongRunEmphasis,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glcm_DifferenceVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_firstorder_Skewness,15,14,14,13,9,8,9,8,12,12,12,12,8,7,8,7,9,7,7,6
lbp.3D.k_glrlm_RunPercentage,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_firstorder_Variance,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.HHL_glszm_LargeAreaHighGrayLevelEmphasis,40,37,39,36,29,25,28,24,27,25,26,24,19,17,17,15,11,11,9,9
logarithm_glrlm_LongRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glszm_HighGrayLevelZoneEmphasis,15,15,15,15,20,20,19,19,21,21,17,17,37,33,33,30,21,18,15,12
log.sigma.3.mm.3D_glrlm_RunEntropy,1,1,1,1,0,0,0,0,1,1,0,0,3,3,3,3,0,0,0,0
wavelet.HLH_glcm_JointEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glszm_LowGrayLevelZoneEmphasis,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
exponential_gldm_DependenceNonUniformity,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
wavelet.LLH_gldm_GrayLevelNonUniformity,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_shape_MinorAxisLength,7,5,7,5,6,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glszm_LargeAreaHighGrayLevelEmphasis,10,9,9,8,13,13,12,12,19,16,19,16,6,5,4,4,11,8,9,6
gradient_glrlm_RunVariance,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_glcm_Imc1,6,6,6,6,7,7,7,7,0,0,0,0,1,1,1,1,0,0,0,0
log.sigma.3.mm.3D_firstorder_10Percentile,3,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,1,0,1,0
wavelet.LHL_firstorder_Minimum,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
wavelet.HLL_firstorder_MeanAbsoluteDeviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_glszm_SizeZoneNonUniformity,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glcm_InverseVariance,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
original_gldm_DependenceNonUniformityNormalized,10,6,9,6,10,9,10,9,5,5,5,5,3,3,3,3,4,3,4,3
log.sigma.5.mm.3D_glrlm_LongRunLowGrayLevelEmphasis,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LHH_glszm_ZonePercentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_gldm_DependenceEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_JointAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logarithm_glrlm_RunEntropy,8,6,7,5,5,4,3,2,5,5,4,4,3,3,3,3,0,0,0,0
wavelet.HLH_glrlm_ShortRunLowGrayLevelEmphasis,19,19,17,17,22,21,21,20,34,31,32,29,29,27,26,24,24,17,10,6
wavelet.LHH_glcm_JointAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glrlm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_firstorder_Mean,195,175,185,167,248,233,230,216,300,273,273,247,338,306,293,269,388,320,295,241
log.sigma.3.mm.3D_firstorder_RobustMeanAbsoluteDeviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_glrlm_RunPercentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_ngtdm_Contrast,31,27,30,26,25,24,22,21,20,19,20,19,15,13,11,9,6,4,3,1
original_shape_Sphericity,757,685,719,657,891,833,851,795,979,893,914,834,994,880,864,772,999,796,800,628
wavelet.HLL_glcm_DifferenceAverage,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_firstorder_InterquartileRange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_glszm_ZoneVariance,3,3,3,3,1,1,1,1,3,3,3,3,11,10,11,10,8,3,7,3
square_gldm_DependenceVariance,16,14,16,14,12,11,11,10,8,6,7,5,6,6,4,4,3,2,2,2
square_glcm_DifferenceEntropy,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
square_glcm_MCC,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
gradient_gldm_LargeDependenceHighGrayLevelEmphasis,8,8,8,8,3,3,3,3,2,1,2,1,4,3,4,3,2,1,2,1
wavelet.LLL_glszm_GrayLevelNonUniformityNormalized,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_gldm_DependenceEntropy,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
