featureName,parm37,parm37_lgg,parm37_gbm,parm37_conjugate,parm46,parm46_lgg,parm46_gbm,parm46_conjugate,parm55,parm55_lgg,parm55_gbm,parm55_conjugate,parm64,parm64_lgg,parm64_gbm,parm64_conjugate,parm73,parm73_lgg,parm73_gbm,parm73_conjugate
wavelet.HLL_glszm_SmallAreaLowGrayLevelEmphasis,5,3,5,3,4,2,3,2,1,1,1,1,3,0,3,0,0,0,0,0
wavelet.HLL_firstorder_10Percentile,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_gldm_SmallDependenceEmphasis,5,4,4,3,4,3,4,3,7,6,5,5,5,4,3,2,5,3,1,1
original_gldm_SmallDependenceHighGrayLevelEmphasis,1,1,1,1,2,2,2,2,12,10,7,7,6,5,3,3,2,0,2,0
exponential_glrlm_RunLengthNonUniformityNormalized,1,0,0,0,3,1,3,1,3,2,3,2,2,0,2,0,0,0,0,0
wavelet.LHH_gldm_SmallDependenceHighGrayLevelEmphasis,1,0,1,0,1,1,1,1,2,1,0,0,3,1,1,0,8,5,4,3
square_glcm_Idn,1,0,0,0,3,2,2,2,3,3,2,2,2,0,2,0,1,1,1,1
wavelet.HHL_glcm_Id,11,10,11,10,14,12,13,11,28,23,20,17,22,13,16,10,25,16,10,3
wavelet.LHL_gldm_GrayLevelVariance,1,1,0,0,2,2,2,2,3,3,3,3,0,0,0,0,2,0,2,0
wavelet.LHH_glszm_GrayLevelVariance,4,3,3,2,2,1,0,0,4,2,2,2,3,3,2,2,4,1,2,0
log.sigma.5.mm.3D_firstorder_10Percentile,87,78,79,72,120,106,102,92,95,77,65,54,84,66,55,44,73,48,33,21
original_shape_Elongation,115,98,102,88,138,113,128,106,213,172,168,140,270,195,195,139,321,215,201,135
original_glszm_GrayLevelNonUniformity,27,20,21,18,37,32,33,30,45,39,32,27,48,31,35,23,40,24,17,11
wavelet.HHH_glszm_ZonePercentage,6,3,3,2,11,7,8,5,12,8,7,4,12,6,5,5,9,6,3,2
gradient_firstorder_Minimum,2,1,2,1,6,6,6,6,1,1,0,0,4,1,2,0,4,4,1,1
log.sigma.5.mm.3D_glcm_JointEnergy,4,4,4,4,3,3,2,2,2,2,2,2,1,1,0,0,0,0,0,0
logarithm_gldm_DependenceNonUniformity,3,3,3,3,5,4,4,4,4,3,0,0,0,0,0,0,1,0,1,0
logarithm_glcm_Imc2,16,13,15,13,19,18,17,16,20,16,18,15,22,15,16,10,21,12,14,9
original_shape_LeastAxisLength,7,7,6,6,9,7,8,7,7,4,6,4,9,5,6,3,7,4,3,2
square_firstorder_Mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_firstorder_10Percentile,7,6,5,5,9,7,7,6,18,13,13,8,19,11,10,5,20,14,13,7
wavelet.HHL_ngtdm_Contrast,40,33,36,30,42,34,38,32,50,39,33,29,44,26,33,20,30,18,8,4
exponential_glrlm_LowGrayLevelRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_firstorder_MeanAbsoluteDeviation,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
lbp.2D_firstorder_RootMeanSquared,59,48,50,41,123,101,116,99,131,107,100,84,192,151,137,108,195,119,116,73
log.sigma.3.mm.3D_glszm_HighGrayLevelZoneEmphasis,2,1,1,1,4,2,3,2,1,1,1,1,0,0,0,0,2,0,0,0
log.sigma.3.mm.3D_glcm_SumSquares,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
square_glszm_SizeZoneNonUniformity,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glrlm_LowGrayLevelRunEmphasis,3,3,2,2,2,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0
lbp.3D.m2_firstorder_Kurtosis,48,33,40,28,78,63,71,58,73,57,60,46,104,74,77,54,105,64,59,37
wavelet.LHL_glcm_MaximumProbability,6,4,4,3,14,7,13,7,5,2,2,0,6,4,3,3,7,5,3,1
log.sigma.5.mm.3D_glrlm_GrayLevelNonUniformity,4,3,4,3,2,2,2,2,5,3,3,2,2,2,1,1,0,0,0,0
wavelet.HLL_firstorder_Energy,19,15,14,11,20,16,17,14,29,24,22,21,30,20,24,15,29,24,19,15
logarithm_gldm_DependenceVariance,148,132,129,117,244,209,211,183,282,235,217,185,314,237,229,171,349,231,203,141
wavelet.LLL_glszm_SizeZoneNonUniformity,8,7,5,5,10,7,8,5,6,3,4,2,2,2,2,2,1,1,1,1
logarithm_firstorder_Uniformity,16,13,14,11,13,11,12,10,15,9,10,7,11,5,10,5,14,6,7,3
wavelet.LLL_firstorder_Median,55,50,51,46,80,71,68,63,77,66,52,44,75,61,47,37,76,52,43,30
lbp.2D_glrlm_LongRunLowGrayLevelEmphasis,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_SumAverage,4,3,4,3,1,1,0,0,6,5,6,4,6,4,4,2,8,5,4,2
original_firstorder_Variance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_glrlm_LongRunHighGrayLevelEmphasis,91,70,78,63,197,153,172,137,323,249,255,201,504,360,363,256,669,437,394,265
wavelet.LHL_firstorder_Kurtosis,54,29,36,18,73,49,62,42,99,64,70,47,129,78,82,49,119,68,58,32
wavelet.HLL_firstorder_RobustMeanAbsoluteDeviation,12,6,10,5,18,13,17,13,18,15,15,12,23,15,18,12,10,4,4,2
original_glcm_Id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_glrlm_GrayLevelNonUniformityNormalized,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0
wavelet.HLH_glcm_ClusterProminence,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_gldm_LowGrayLevelEmphasis,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_gldm_DependenceVariance,58,49,44,37,81,64,69,56,134,114,101,89,171,133,121,96,201,144,126,92
wavelet.LHL_glszm_LargeAreaLowGrayLevelEmphasis,4,3,4,3,4,4,3,3,1,1,2,1,1,1,1,1,0,0,0,0
logarithm_firstorder_Variance,5,4,5,4,4,3,3,3,3,2,3,2,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glrlm_RunVariance,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
squareroot_glcm_Imc2,9,6,8,6,10,9,9,8,8,7,7,6,9,6,9,6,4,2,4,2
wavelet.LHL_firstorder_Entropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_JointEnergy,3,3,2,2,3,2,3,2,15,12,10,9,12,6,6,4,16,14,11,9
wavelet.HLH_glcm_JointAverage,7,6,7,6,1,1,1,1,3,1,1,0,2,2,1,1,2,0,3,0
log.sigma.5.mm.3D_gldm_SmallDependenceHighGrayLevelEmphasis,18,17,18,17,42,38,37,33,55,45,42,35,75,55,48,34,102,67,57,38
lbp.3D.k_glcm_Idm,6,3,4,3,13,9,9,5,25,19,16,11,15,7,7,4,31,24,16,13
gradient_gldm_SmallDependenceEmphasis,5,4,5,4,3,3,3,3,7,5,6,4,2,1,1,1,2,2,0,0
wavelet.HLH_glszm_SmallAreaHighGrayLevelEmphasis,2,0,1,0,5,2,5,2,8,5,7,4,13,8,8,5,10,3,4,1
log.sigma.3.mm.3D_glcm_JointEnergy,3,3,2,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_ngtdm_Strength,21,18,20,18,33,28,28,24,34,28,25,20,47,32,33,23,45,23,27,15
wavelet.LHL_glszm_LargeAreaEmphasis,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glrlm_RunLengthNonUniformity,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_gldm_SmallDependenceHighGrayLevelEmphasis,4,3,3,3,1,1,1,1,2,1,1,0,0,0,0,0,2,0,1,0
wavelet.HLL_glrlm_RunPercentage,4,0,3,0,1,0,1,0,5,1,4,1,2,1,2,1,0,0,0,0
wavelet.HLL_firstorder_Skewness,3,3,2,2,5,5,5,5,4,3,4,3,3,3,1,1,0,0,0,0
wavelet.LLL_glszm_GrayLevelVariance,4,3,4,3,2,1,2,1,3,3,2,2,7,4,2,1,2,0,0,0
original_glrlm_RunLengthNonUniformity,76,63,56,49,97,79,83,71,126,101,89,74,112,87,68,52,125,74,74,52
squareroot_glcm_Imc1,10,7,7,4,3,3,3,3,3,3,3,3,1,0,1,0,2,2,2,2
wavelet.LHH_glcm_Autocorrelation,0,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_SumEntropy,29,24,28,23,58,51,55,49,76,63,55,44,95,64,55,34,116,60,54,30
exponential_ngtdm_Complexity,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glrlm_ShortRunHighGrayLevelEmphasis,0,0,0,0,1,1,0,0,1,1,1,1,3,2,2,1,2,0,2,0
wavelet.HHL_glcm_SumAverage,1,1,1,1,5,4,3,3,5,2,4,2,6,4,5,3,0,0,0,0
wavelet.HHL_glcm_Imc2,20,17,17,14,20,16,16,13,29,22,22,18,23,10,12,4,33,21,20,12
exponential_glszm_GrayLevelVariance,10,7,7,5,16,11,11,8,11,8,10,8,14,8,10,6,3,2,1,1
wavelet.HLL_gldm_SmallDependenceHighGrayLevelEmphasis,3,3,3,3,1,1,1,1,0,0,0,0,3,2,3,2,0,0,0,0
wavelet.HHH_glrlm_ShortRunLowGrayLevelEmphasis,6,3,4,2,7,4,6,4,6,6,4,4,18,14,11,9,9,4,5,3
gradient_glszm_ZonePercentage,23,19,21,18,29,21,21,15,26,24,20,18,15,9,11,6,7,6,3,2
gradient_ngtdm_Contrast,17,13,17,13,26,20,24,19,29,21,22,17,30,19,24,17,22,15,14,9
original_firstorder_90Percentile,1,1,1,1,6,6,6,6,4,3,2,1,2,1,1,0,1,1,0,0
square_glcm_ClusterTendency,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
lbp.3D.k_glcm_JointEntropy,12,10,11,10,7,6,7,6,17,14,10,9,30,20,20,14,33,24,15,11
gradient_glszm_LargeAreaEmphasis,1,1,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
wavelet.HLH_glcm_DifferenceEntropy,0,0,0,0,2,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
lbp.3D.k_gldm_HighGrayLevelEmphasis,6,4,5,3,3,2,2,1,11,7,4,3,16,12,12,8,20,17,10,9
wavelet.HLH_firstorder_Range,0,0,0,0,3,2,3,2,3,3,3,3,3,2,3,2,10,6,5,3
square_glrlm_ShortRunHighGrayLevelEmphasis,0,0,0,0,1,1,1,1,0,0,0,0,4,3,3,2,0,0,0,0
exponential_glcm_ClusterShade,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glcm_Imc1,49,33,40,29,54,38,47,35,95,70,75,56,92,54,58,31,80,43,49,25
lbp.3D.k_glcm_SumSquares,1,1,1,1,2,2,1,1,4,3,4,2,10,6,8,6,10,4,6,3
wavelet.HLH_ngtdm_Strength,13,10,11,9,22,18,20,16,66,52,48,38,114,79,77,52,175,105,90,54
squareroot_glszm_ZoneVariance,12,11,12,11,19,16,16,13,6,4,4,3,1,1,0,0,2,1,2,1
squareroot_firstorder_Mean,286,260,263,241,488,413,435,374,681,571,531,450,812,609,582,434,879,597,521,359
log.sigma.3.mm.3D_gldm_LargeDependenceEmphasis,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
original_firstorder_Skewness,102,83,83,71,172,130,148,112,276,216,211,169,402,286,268,190,537,346,319,215
wavelet.HLH_firstorder_InterquartileRange,40,26,32,22,39,27,27,20,51,39,36,30,37,22,24,13,47,28,31,17
wavelet.HHL_gldm_GrayLevelNonUniformity,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_glrlm_LongRunLowGrayLevelEmphasis,7,6,5,5,7,3,7,3,6,4,3,2,11,6,6,3,6,3,5,2
wavelet.LLL_glszm_SmallAreaHighGrayLevelEmphasis,5,5,5,5,1,1,1,1,5,3,3,2,2,1,1,0,1,0,1,0
wavelet.LLH_firstorder_Median,35,26,29,22,52,43,46,37,88,68,67,53,108,77,73,52,126,79,64,39
log.sigma.3.mm.3D_glcm_MaximumProbability,8,7,8,7,7,6,7,6,13,10,12,9,2,1,2,1,2,0,2,0
wavelet.LLH_firstorder_RootMeanSquared,112,94,100,87,207,176,186,161,275,230,218,185,374,279,262,191,435,301,269,190
logarithm_glcm_SumEntropy,4,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
wavelet.LLH_glcm_ClusterProminence,76,66,63,57,181,155,162,141,299,256,242,213,426,323,303,228,558,384,332,232
wavelet.HHH_glszm_SmallAreaHighGrayLevelEmphasis,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_firstorder_RobustMeanAbsoluteDeviation,0,0,0,0,1,1,1,1,4,4,3,3,1,1,1,1,2,2,0,0
lbp.3D.k_glcm_Id,3,2,2,2,10,8,8,6,18,14,12,9,23,15,11,6,38,27,21,15
wavelet.HHL_glrlm_RunLengthNonUniformityNormalized,3,3,3,3,10,9,6,6,10,9,8,8,12,4,5,0,10,7,2,2
square_glszm_ZonePercentage,7,6,7,6,11,9,10,8,9,7,6,4,12,11,7,7,12,6,8,2
squareroot_glrlm_RunLengthNonUniformity,60,49,46,39,93,72,79,64,128,110,91,79,159,119,108,82,150,98,86,56
wavelet.LLH_firstorder_Uniformity,21,14,21,14,29,26,25,23,36,30,25,22,31,18,17,9,25,10,8,4
lbp.2D_firstorder_Kurtosis,15,7,14,7,31,23,28,23,46,36,37,30,65,46,48,35,72,45,49,30
wavelet.LHL_firstorder_Skewness,5,4,4,4,1,1,1,1,5,3,2,1,9,4,4,2,1,0,1,0
wavelet.LLH_glrlm_ShortRunEmphasis,19,15,16,13,28,24,23,21,35,26,22,16,27,15,12,7,27,13,11,3
log.sigma.5.mm.3D_firstorder_Range,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
squareroot_firstorder_10Percentile,470,410,413,367,706,590,606,514,835,680,653,544,924,669,662,477,965,638,565,383
wavelet.HHL_gldm_SmallDependenceHighGrayLevelEmphasis,0,0,0,0,3,3,2,2,4,2,3,2,4,2,2,1,2,2,0,0
lbp.3D.k_glrlm_GrayLevelNonUniformityNormalized,70,64,64,58,110,96,96,84,180,147,133,110,253,191,184,143,392,258,232,156
log.sigma.3.mm.3D_firstorder_Variance,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
original_glszm_ZoneVariance,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
original_glcm_Idn,2,1,1,0,4,4,4,4,3,3,3,3,0,0,0,0,1,1,0,0
wavelet.LHH_gldm_DependenceVariance,55,44,49,41,82,65,72,58,107,85,84,63,159,112,117,84,149,96,81,49
gradient_ngtdm_Coarseness,15,13,11,10,19,15,15,13,25,21,14,10,29,21,16,13,30,15,13,7
lbp.3D.m1_firstorder_Kurtosis,12,7,10,5,13,9,13,9,9,6,7,4,12,7,9,5,13,8,11,6
wavelet.LHH_glszm_ZoneEntropy,12,8,11,7,17,15,14,12,13,10,7,4,35,17,20,8,19,7,6,3
log.sigma.5.mm.3D_glrlm_ShortRunLowGrayLevelEmphasis,24,17,19,14,52,40,41,35,83,59,57,42,112,74,83,56,151,98,81,56
lbp.2D_gldm_GrayLevelNonUniformity,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_ngtdm_Busyness,139,122,122,110,179,152,151,131,182,150,128,110,182,141,117,89,174,131,95,68
wavelet.LHL_firstorder_RobustMeanAbsoluteDeviation,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_DifferenceAverage,5,3,3,2,13,10,9,6,25,17,12,9,22,13,13,9,30,23,18,13
lbp.3D.m2_glrlm_LongRunEmphasis,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
lbp.3D.k_glrlm_RunLengthNonUniformity,17,15,15,13,27,19,24,18,28,19,20,14,36,26,25,19,41,25,28,15
wavelet.HHL_glrlm_LongRunEmphasis,270,229,232,202,420,355,372,316,533,455,416,359,640,491,459,348,708,479,422,286
gradient_firstorder_Uniformity,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
gradient_glcm_MCC,218,174,200,161,405,330,356,294,500,395,384,311,662,485,473,342,731,484,432,296
exponential_firstorder_Range,16,12,8,6,13,10,7,5,13,11,11,9,13,11,10,8,10,6,6,4
lbp.3D.k_gldm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glcm_SumAverage,5,1,1,0,7,4,4,1,5,2,4,2,5,2,3,1,0,0,0,0
squareroot_glcm_MCC,7,4,6,4,8,8,7,7,5,4,5,4,6,6,5,5,6,5,5,4
lbp.3D.k_firstorder_Minimum,9,6,6,5,6,4,4,3,4,4,2,2,3,2,1,0,0,0,0,0
wavelet.LLL_gldm_GrayLevelNonUniformity,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_firstorder_Variance,6,5,5,5,9,7,7,7,6,3,2,1,7,1,3,0,0,0,0,0
log.sigma.3.mm.3D_gldm_GrayLevelNonUniformity,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_glcm_Autocorrelation,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
square_glszm_ZoneVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glcm_MaximumProbability,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LHH_ngtdm_Contrast,195,166,175,152,290,248,258,226,418,349,333,285,500,386,353,270,589,397,345,237
square_glcm_Autocorrelation,0,0,0,0,2,2,2,2,1,0,0,0,1,1,0,0,1,1,1,1
wavelet.LHL_ngtdm_Contrast,3,2,3,2,6,4,5,3,6,6,4,4,0,0,0,0,4,2,3,1
wavelet.HHH_gldm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glszm_GrayLevelNonUniformityNormalized,29,20,23,17,41,30,28,22,46,30,25,18,51,31,42,26,47,29,31,21
wavelet.HLL_glcm_Imc1,54,36,46,34,60,43,56,40,90,53,61,35,98,50,68,31,108,59,62,33
wavelet.HLH_glcm_Idn,50,46,46,43,93,69,82,63,133,105,98,81,197,147,129,96,277,181,151,101
square_gldm_GrayLevelVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
logarithm_glrlm_RunPercentage,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
wavelet.HLL_firstorder_Range,6,5,6,5,8,5,7,4,4,5,2,2,8,5,7,5,19,9,10,4
wavelet.LLH_glszm_ZoneVariance,66,58,55,49,110,90,92,78,73,58,50,44,88,67,62,45,70,43,46,30
gradient_firstorder_Maximum,2,1,2,1,11,9,8,7,4,2,2,1,6,3,4,2,7,4,4,2
lbp.3D.k_glszm_GrayLevelNonUniformity,12,12,11,11,7,5,6,5,7,7,3,3,6,4,3,2,6,3,5,1
log.sigma.3.mm.3D_firstorder_Energy,2,1,1,1,2,1,2,1,4,3,2,2,2,2,1,1,1,0,0,0
gradient_gldm_HighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_Imc1,102,77,84,67,159,129,137,114,234,180,178,137,275,190,197,138,367,226,192,122
wavelet.HHL_glrlm_ShortRunEmphasis,12,12,12,12,21,16,17,14,23,18,16,15,24,21,17,15,19,11,11,6
original_gldm_DependenceEntropy,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LHH_gldm_SmallDependenceEmphasis,10,7,7,6,14,9,9,7,24,19,13,11,32,23,14,12,35,12,17,5
wavelet.LHL_glcm_Idn,22,18,19,15,27,17,21,12,20,17,16,13,25,19,18,13,33,22,15,10
gradient_glrlm_HighGrayLevelRunEmphasis,23,22,23,22,36,28,31,24,16,12,9,7,21,11,12,6,13,10,4,3
lbp.3D.k_firstorder_Kurtosis,40,32,28,26,41,33,32,25,34,29,26,22,24,18,16,11,21,13,13,6
squareroot_firstorder_InterquartileRange,5,5,5,5,5,5,5,5,11,11,10,10,5,5,2,2,14,6,11,4
exponential_glrlm_GrayLevelVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glrlm_RunEntropy,60,51,50,44,106,90,98,85,169,143,130,107,227,176,162,124,278,183,163,105
gradient_gldm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_firstorder_Uniformity,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LHH_glrlm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glcm_ClusterShade,27,20,23,19,38,30,35,29,62,52,49,42,94,62,65,44,123,73,75,47
wavelet.HHH_firstorder_10Percentile,5,4,4,4,10,9,9,8,3,2,1,1,1,1,0,0,3,0,2,0
wavelet.HLH_gldm_SmallDependenceEmphasis,4,4,2,2,5,5,4,4,15,10,7,5,10,6,5,5,11,4,3,1
square_glcm_Idmn,6,5,4,4,14,13,14,13,15,11,7,6,11,7,3,2,10,6,7,3
wavelet.HLL_glcm_Correlation,2,2,2,2,6,5,5,4,4,4,4,3,3,1,0,0,1,0,1,0
wavelet.HHL_firstorder_Minimum,0,0,0,0,3,2,3,2,6,4,4,3,5,4,2,2,2,1,1,0
gradient_glcm_ClusterProminence,3,1,3,1,4,2,4,2,3,2,2,1,8,5,4,4,7,3,3,0
gradient_glrlm_RunLengthNonUniformity,112,98,91,82,165,134,150,124,229,191,173,149,268,193,189,136,294,194,178,122
exponential_firstorder_Entropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_glcm_Idn,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_ngtdm_Coarseness,3,3,3,3,6,4,4,3,8,4,4,2,5,3,4,3,4,2,2,1
square_glszm_LargeAreaEmphasis,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glcm_Correlation,12,12,10,10,5,4,3,3,4,2,3,2,3,1,1,0,0,0,0,0
wavelet.LLH_glcm_InverseVariance,25,19,21,16,26,23,20,18,21,16,14,12,18,13,10,8,20,9,11,5
wavelet.HLH_firstorder_Energy,5,4,3,2,3,3,1,1,3,0,2,0,1,0,1,0,0,0,0,0
lbp.3D.m1_firstorder_TotalEnergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_firstorder_MeanAbsoluteDeviation,5,1,3,1,4,3,3,3,2,0,1,0,2,2,1,1,1,0,0,0
lbp.2D_firstorder_Mean,72,62,67,58,120,108,110,101,147,125,116,102,194,144,143,106,223,139,138,84
log.sigma.3.mm.3D_glszm_LargeAreaEmphasis,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
gradient_firstorder_RootMeanSquared,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_gldm_SmallDependenceLowGrayLevelEmphasis,14,10,10,7,9,6,6,4,7,4,3,2,11,7,8,5,1,1,1,1
log.sigma.5.mm.3D_glcm_Imc2,14,11,11,9,23,20,18,16,29,19,20,13,20,10,10,4,30,18,17,10
wavelet.HLL_glcm_Imc2,42,34,39,32,70,54,63,51,76,61,61,49,105,75,73,50,108,72,63,38
gradient_glcm_JointEnergy,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_Idn,74,55,64,48,96,73,82,62,148,109,115,86,179,119,118,80,216,135,120,72
log.sigma.3.mm.3D_glcm_SumEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_Contrast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_glcm_MaximumProbability,12,6,7,4,10,4,7,2,15,13,12,11,14,8,6,3,14,12,8,7
exponential_glrlm_RunLengthNonUniformity,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_ClusterProminence,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
original_shape_Maximum3DDiameter,114,98,103,93,173,148,153,134,215,180,166,143,264,188,183,127,302,207,172,121
squareroot_glcm_Id,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_gldm_DependenceNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glszm_SizeZoneNonUniformity,5,4,2,2,6,5,4,3,4,2,2,1,1,0,1,0,0,0,0,0
lbp.3D.k_gldm_DependenceNonUniformityNormalized,8,6,6,5,10,7,7,5,6,4,3,1,6,5,3,2,8,7,5,4
wavelet.HHH_glrlm_LowGrayLevelRunEmphasis,7,7,6,6,9,5,7,4,8,7,5,4,10,5,4,2,9,2,6,2
wavelet.LHL_glrlm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_gldm_GrayLevelVariance,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
lbp.3D.k_glcm_ClusterProminence,9,6,8,5,19,13,16,12,24,19,15,10,27,20,17,13,28,19,8,7
wavelet.LHH_ngtdm_Complexity,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
gradient_ngtdm_Busyness,237,197,199,170,280,234,233,200,289,233,207,173,292,202,197,133,320,196,164,105
wavelet.LHL_glrlm_ShortRunLowGrayLevelEmphasis,37,33,31,27,49,37,44,35,42,31,32,23,51,40,40,29,48,28,18,9
wavelet.LHH_firstorder_Uniformity,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
wavelet.LLL_glszm_ZonePercentage,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
wavelet.HHL_gldm_DependenceNonUniformityNormalized,18,15,14,11,12,10,11,9,17,13,12,8,19,11,12,9,12,7,3,3
wavelet.HHH_glcm_Contrast,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0
wavelet.LHH_glszm_GrayLevelNonUniformityNormalized,54,42,50,40,96,80,85,70,144,112,109,83,211,144,141,93,297,175,167,102
wavelet.LLH_gldm_HighGrayLevelEmphasis,1,1,1,1,3,2,2,1,15,13,11,8,12,6,6,3,10,5,4,1
square_glrlm_RunEntropy,72,61,70,59,157,133,145,125,239,195,197,161,364,265,269,188,499,321,304,192
log.sigma.3.mm.3D_glrlm_LongRunHighGrayLevelEmphasis,13,11,11,9,10,7,10,7,11,9,6,6,4,2,2,0,3,0,1,0
