featureName,parm37,parm37_lgg,parm37_gbm,parm37_conjugate,parm46,parm46_lgg,parm46_gbm,parm46_conjugate,parm55,parm55_lgg,parm55_gbm,parm55_conjugate,parm64,parm64_lgg,parm64_gbm,parm64_conjugate,parm73,parm73_lgg,parm73_gbm,parm73_conjugate
wavelet.HLL_glszm_SmallAreaEmphasis,482,396,402,342,705,574,602,496,871,691,670,544,927,681,648,471,972,641,564,381
original_glcm_ClusterTendency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glszm_HighGrayLevelZoneEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_glrlm_LongRunHighGrayLevelEmphasis,9,6,6,4,7,1,5,1,5,3,3,2,5,2,5,2,3,2,2,1
square_gldm_DependenceNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_firstorder_Uniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_gldm_LargeDependenceEmphasis,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LHL_glcm_SumAverage,4,2,4,2,5,4,3,2,8,7,6,5,6,4,3,1,9,7,3,2
logarithm_firstorder_90Percentile,81,69,77,66,127,108,111,96,223,188,177,149,335,253,236,177,403,277,229,161
logarithm_gldm_GrayLevelVariance,6,4,6,4,4,3,4,3,4,4,4,4,1,1,1,1,1,1,1,1
wavelet.LLH_gldm_SmallDependenceLowGrayLevelEmphasis,12,10,10,8,12,9,9,6,5,4,5,4,7,3,5,1,0,0,0,0
wavelet.LHL_glcm_JointEntropy,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glszm_GrayLevelNonUniformityNormalized,264,223,234,204,401,330,356,297,547,444,427,354,682,499,481,349,714,469,427,288
wavelet.HHH_glcm_ClusterTendency,3,3,2,2,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0
wavelet.LLL_glcm_ClusterTendency,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
wavelet.LHL_glcm_DifferenceVariance,3,3,3,3,8,8,8,8,6,6,5,5,3,3,2,2,4,3,3,2
exponential_glrlm_ShortRunHighGrayLevelEmphasis,1,1,1,1,3,3,3,3,0,0,0,0,2,1,1,0,2,2,1,1
wavelet.HHH_gldm_LargeDependenceEmphasis,5,4,4,3,10,7,5,4,7,5,2,1,3,2,0,0,1,0,0,0
wavelet.LLL_glrlm_RunLengthNonUniformityNormalized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_firstorder_Minimum,2,1,2,1,2,2,2,2,4,3,2,1,3,2,1,1,1,1,0,0
wavelet.HHH_glcm_Autocorrelation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_glcm_Idn,5,5,5,5,1,1,1,1,4,4,4,4,8,7,3,3,6,3,2,0
original_glrlm_LongRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_glcm_Idmn,8,6,7,6,9,8,9,8,11,11,9,9,11,9,9,7,9,8,4,3
log.sigma.3.mm.3D_glrlm_RunLengthNonUniformity,29,22,23,17,38,33,32,28,50,39,35,28,45,31,29,20,55,43,32,24
original_glrlm_GrayLevelNonUniformityNormalized,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glcm_Contrast,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,2,1,0,0
logarithm_firstorder_MeanAbsoluteDeviation,3,2,1,1,3,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0
square_gldm_DependenceNonUniformityNormalized,54,50,44,41,97,81,83,72,163,135,119,104,211,158,154,111,268,169,157,96
lbp.3D.k_glszm_LargeAreaEmphasis,13,12,11,10,14,12,10,8,7,7,6,6,5,5,3,3,3,2,0,0
logarithm_glcm_MCC,19,15,19,15,23,18,19,16,27,25,24,21,36,30,23,18,35,20,22,13
wavelet.LLH_firstorder_TotalEnergy,9,8,7,6,9,6,4,2,2,1,1,1,0,0,0,0,0,0,0,0
wavelet.LLL_firstorder_Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_gldm_LargeDependenceLowGrayLevelEmphasis,22,21,19,18,15,12,12,10,14,12,11,10,5,1,3,1,12,8,4,2
gradient_glcm_Imc2,14,13,13,12,27,24,25,23,23,20,19,17,28,20,20,16,21,13,13,8
lbp.3D.k_glcm_Idn,4,4,4,4,13,9,9,6,26,20,13,11,23,16,9,5,30,21,13,8
lbp.3D.m2_firstorder_Mean,10,7,9,7,15,12,13,12,10,9,9,8,9,5,7,3,1,1,1,1
wavelet.LLH_glrlm_RunPercentage,7,6,6,5,13,12,11,10,15,12,9,7,6,4,3,2,10,4,3,1
wavelet.HLL_glcm_Idm,4,1,2,0,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0
lbp.3D.k_firstorder_Maximum,42,34,31,28,38,36,32,30,37,30,30,24,37,21,31,17,28,16,17,7
wavelet.HHH_glrlm_RunEntropy,6,6,5,5,1,1,1,1,4,2,2,1,0,0,0,0,0,0,0,0
wavelet.HLH_glrlm_LongRunHighGrayLevelEmphasis,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
wavelet.LHH_gldm_DependenceNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glszm_LowGrayLevelZoneEmphasis,16,13,15,12,28,20,22,17,20,16,18,14,20,16,11,8,24,13,11,9
gradient_glrlm_LongRunLowGrayLevelEmphasis,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_glcm_InverseVariance,147,83,120,75,192,130,169,121,269,189,205,151,318,206,227,143,354,205,205,115
lbp.3D.k_firstorder_Skewness,22,15,15,11,16,12,9,8,13,7,8,5,8,6,4,3,5,2,2,2
log.sigma.3.mm.3D_glrlm_ShortRunHighGrayLevelEmphasis,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_ngtdm_Strength,8,7,7,7,16,11,11,8,31,24,21,16,71,45,44,30,85,46,38,26
wavelet.LHL_glrlm_RunPercentage,0,0,0,0,3,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0
square_firstorder_Median,4,4,4,4,8,8,7,7,6,4,3,2,5,4,3,2,7,4,5,3
gradient_ngtdm_Complexity,2,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
wavelet.LHH_gldm_GrayLevelNonUniformity,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_gldm_LargeDependenceEmphasis,14,6,13,5,11,3,10,3,16,6,9,4,12,7,7,5,8,4,7,4
squareroot_glcm_SumSquares,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
wavelet.HHH_gldm_LargeDependenceLowGrayLevelEmphasis,9,8,7,7,11,5,10,5,13,13,9,9,10,6,6,4,12,4,4,2
wavelet.HLL_glrlm_LongRunHighGrayLevelEmphasis,3,3,3,3,3,1,3,1,7,5,7,5,16,7,11,3,16,8,6,3
square_glcm_SumSquares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_firstorder_Kurtosis,128,93,105,77,236,164,198,140,368,285,274,224,518,352,356,240,689,444,391,255
wavelet.LLH_glcm_DifferenceEntropy,30,24,26,22,41,36,37,32,61,46,37,29,55,40,28,20,84,44,34,15
square_firstorder_Entropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_gldm_LowGrayLevelEmphasis,11,8,10,8,24,17,21,15,15,13,12,11,11,8,8,5,10,5,4,2
wavelet.LHH_glcm_JointEnergy,1,0,1,0,2,2,2,2,3,2,3,2,0,0,0,0,0,0,0,0
wavelet.LHL_glszm_SizeZoneNonUniformityNormalized,530,431,449,378,733,597,623,515,868,703,678,564,950,682,671,477,972,638,566,380
gradient_firstorder_Entropy,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glcm_Idmn,59,45,48,39,76,66,69,62,132,108,99,83,177,135,126,93,224,150,122,82
lbp.3D.m2_firstorder_10Percentile,5,2,4,1,13,9,10,8,12,7,10,6,6,3,6,3,8,6,6,5
gradient_glrlm_RunEntropy,378,274,335,252,620,485,539,428,812,633,637,508,937,668,661,467,982,644,576,388
exponential_gldm_LargeDependenceLowGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glcm_Contrast,1,1,1,1,3,3,3,3,2,2,1,1,2,2,1,1,3,2,2,2
wavelet.LHH_gldm_SmallDependenceLowGrayLevelEmphasis,66,55,59,49,98,75,86,68,125,93,94,71,192,131,131,91,222,125,126,75
wavelet.LHL_gldm_LargeDependenceEmphasis,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_firstorder_InterquartileRange,0,0,0,0,1,1,1,1,1,1,1,1,3,3,2,2,1,1,1,1
wavelet.HLH_firstorder_RobustMeanAbsoluteDeviation,22,12,18,10,23,14,14,9,28,18,17,13,19,12,10,5,18,12,14,8
wavelet.LLL_firstorder_Skewness,101,83,82,71,174,138,150,121,275,216,215,174,401,293,274,199,528,342,306,209
exponential_glrlm_RunVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glcm_Id,0,0,0,0,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0
exponential_gldm_LowGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squareroot_glrlm_RunEntropy,36,29,35,28,65,55,58,48,95,74,79,60,140,100,105,72,181,111,106,65
wavelet.HHL_glszm_GrayLevelNonUniformityNormalized,315,241,269,211,449,344,374,292,596,458,449,356,740,512,499,339,858,544,482,313
wavelet.HHH_firstorder_Variance,2,2,2,2,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0
logarithm_firstorder_InterquartileRange,8,6,7,5,9,8,8,7,6,6,4,4,15,9,8,3,18,11,9,6
lbp.3D.m1_firstorder_10Percentile,20,7,18,5,19,14,14,11,11,4,8,4,10,5,7,3,2,0,2,0
wavelet.HHH_gldm_HighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
square_glrlm_LongRunEmphasis,1,1,1,1,1,0,1,0,4,3,3,2,3,3,2,2,6,3,3,2
original_firstorder_Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_DifferenceVariance,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glrlm_LongRunHighGrayLevelEmphasis,16,12,12,9,9,6,8,5,7,7,5,5,2,1,2,1,3,3,2,2
wavelet.LLH_glszm_LargeAreaEmphasis,85,68,73,62,108,92,99,87,78,60,56,47,84,58,64,44,69,44,38,21
wavelet.LLL_glrlm_GrayLevelVariance,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_ngtdm_Complexity,8,6,7,5,29,27,26,24,57,47,39,31,100,70,61,42,143,78,66,32
squareroot_gldm_LargeDependenceEmphasis,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_firstorder_MeanAbsoluteDeviation,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
logarithm_glrlm_RunLengthNonUniformity,80,62,62,52,134,107,117,95,195,158,147,119,251,195,165,130,275,189,154,111
gradient_firstorder_90Percentile,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_firstorder_Uniformity,2,2,2,2,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
wavelet.HLL_gldm_DependenceNonUniformity,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glcm_Id,0,0,0,0,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.HHL_glszm_SmallAreaLowGrayLevelEmphasis,0,0,0,0,4,3,3,2,1,2,1,1,0,0,0,0,1,1,0,0
wavelet.HHH_glrlm_LongRunEmphasis,9,7,7,6,7,6,5,4,7,4,5,3,2,1,0,0,0,0,0,0
wavelet.LLH_glcm_Contrast,35,31,26,25,66,61,61,56,98,80,69,61,110,72,74,43,133,92,81,59
lbp.3D.m2_firstorder_MeanAbsoluteDeviation,14,6,10,3,11,9,10,8,8,4,5,3,8,5,6,3,8,3,3,1
wavelet.HLH_gldm_DependenceEntropy,89,71,78,64,135,110,119,99,214,161,151,114,315,215,220,152,379,229,193,111
lbp.3D.k_ngtdm_Busyness,26,20,20,16,29,23,23,20,25,22,18,16,38,28,26,18,44,28,30,20
exponential_firstorder_Median,4,2,4,2,3,3,3,3,7,7,4,4,10,9,7,7,12,7,5,4
log.sigma.5.mm.3D_gldm_HighGrayLevelEmphasis,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0
wavelet.HLL_firstorder_90Percentile,5,3,3,1,3,1,3,1,1,1,0,0,2,1,2,1,0,0,0,0
wavelet.LLL_glrlm_LongRunEmphasis,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_glcm_SumAverage,1,1,1,1,0,0,0,0,1,1,1,1,3,2,2,2,2,2,1,1
wavelet.LLL_gldm_GrayLevelVariance,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_gldm_LargeDependenceEmphasis,24,15,22,14,25,22,25,22,29,27,26,25,31,23,25,18,22,17,15,11
exponential_glcm_ClusterProminence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_glcm_Idm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_firstorder_Variance,0,0,0,0,2,1,2,1,4,3,4,3,1,1,1,1,2,1,1,1
wavelet.HHL_glrlm_LowGrayLevelRunEmphasis,13,12,10,10,19,15,13,12,17,12,11,9,16,9,11,5,9,5,4,1
wavelet.LLL_glcm_JointEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glszm_ZoneVariance,6,4,6,4,6,4,5,3,2,2,2,1,2,1,2,1,1,0,0,0
squareroot_firstorder_Entropy,2,1,2,1,0,0,0,0,2,0,1,0,2,1,2,1,1,0,1,0
log.sigma.3.mm.3D_glcm_JointEntropy,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glcm_MCC,43,34,35,29,58,50,47,41,86,64,60,46,111,75,78,52,135,90,74,49
log.sigma.3.mm.3D_gldm_GrayLevelVariance,2,2,2,2,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
original_ngtdm_Strength,69,54,60,49,94,80,84,74,95,75,74,62,79,54,64,45,65,42,32,22
wavelet.HHL_firstorder_90Percentile,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_gldm_SmallDependenceHighGrayLevelEmphasis,16,9,12,6,11,7,8,6,9,7,7,5,3,1,1,0,3,0,2,0
logarithm_glszm_ZoneVariance,28,22,25,21,46,40,43,38,48,38,31,27,38,28,29,20,23,18,17,13
lbp.3D.m1_firstorder_Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_gldm_SmallDependenceHighGrayLevelEmphasis,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,0,1,0
exponential_glcm_Idm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
wavelet.HLH_glrlm_ShortRunEmphasis,7,4,4,2,6,4,5,3,8,8,7,7,3,1,2,1,1,1,1,1
log.sigma.5.mm.3D_gldm_DependenceVariance,76,58,68,53,91,66,77,55,120,96,93,74,139,89,90,56,191,124,100,67
logarithm_glcm_ClusterTendency,13,11,12,11,11,9,10,9,7,6,5,4,4,3,4,3,1,1,1,1
wavelet.HHL_gldm_LargeDependenceEmphasis,17,13,14,11,23,20,19,17,31,29,21,19,36,21,18,9,39,28,17,13
lbp.3D.k_gldm_DependenceEntropy,6,4,4,3,2,2,1,1,3,2,1,0,3,2,2,2,2,1,0,0
wavelet.HLL_gldm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_Idm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squareroot_firstorder_Maximum,24,18,23,17,33,27,27,24,48,38,33,27,67,47,43,29,85,49,43,23
log.sigma.5.mm.3D_glrlm_GrayLevelVariance,2,2,2,2,3,2,3,2,5,5,3,3,4,3,2,1,3,2,1,0
wavelet.HLL_glszm_SizeZoneNonUniformityNormalized,468,382,393,332,711,570,601,488,871,697,670,551,947,683,664,473,981,645,572,386
log.sigma.3.mm.3D_glcm_ClusterShade,12,7,9,6,10,7,5,3,5,3,5,3,2,1,2,1,0,0,0,0
logarithm_firstorder_TotalEnergy,2,2,2,2,2,1,2,1,6,5,3,2,1,1,0,0,3,2,1,1
log.sigma.3.mm.3D_firstorder_90Percentile,196,154,145,124,303,243,234,194,436,342,330,267,519,387,359,268,661,449,401,279
log.sigma.5.mm.3D_gldm_LowGrayLevelEmphasis,11,8,6,6,37,29,28,25,53,35,34,26,66,41,49,32,69,48,34,26
wavelet.HLL_gldm_DependenceNonUniformityNormalized,310,261,282,240,424,347,389,322,525,421,418,343,579,416,426,306,627,395,362,227
lbp.3D.k_glcm_DifferenceVariance,7,6,6,6,14,12,10,8,29,22,21,17,35,25,20,14,44,30,19,13
log.sigma.3.mm.3D_gldm_SmallDependenceEmphasis,8,7,8,7,4,1,4,1,3,1,2,1,0,0,0,0,2,1,0,0
log.sigma.5.mm.3D_glrlm_LowGrayLevelRunEmphasis,5,3,3,2,9,7,6,5,8,5,3,2,7,1,7,1,3,0,2,0
wavelet.HLL_glszm_LowGrayLevelZoneEmphasis,10,9,9,8,11,7,10,7,8,7,5,4,3,2,1,0,1,1,0,0
exponential_firstorder_Uniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_firstorder_Variance,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
wavelet.LLH_gldm_DependenceNonUniformityNormalized,56,46,50,44,55,47,43,38,65,53,46,39,70,47,49,32,91,59,54,37
log.sigma.5.mm.3D_firstorder_InterquartileRange,9,8,9,8,14,10,12,9,15,14,10,9,14,9,8,4,12,10,7,5
lbp.3D.m2_gldm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_Contrast,5,2,3,2,15,10,11,7,24,20,13,10,20,12,11,7,29,20,15,13
squareroot_glrlm_GrayLevelNonUniformity,19,16,19,16,21,18,17,14,17,15,8,6,7,4,5,2,10,5,6,3
logarithm_firstorder_RootMeanSquared,114,100,106,93,193,165,171,148,317,270,257,219,456,347,325,247,600,418,354,251
square_ngtdm_Contrast,1,1,1,1,5,4,5,4,6,4,3,3,5,4,2,1,5,4,4,3
lbp.3D.m1_firstorder_Variance,36,21,30,17,42,30,38,29,50,39,35,28,62,40,44,29,59,33,39,23
wavelet.HHL_glcm_DifferenceVariance,0,0,0,0,0,0,0,0,2,2,1,1,2,1,0,0,0,0,0,0
wavelet.LHL_glcm_JointAverage,4,3,4,3,6,4,4,3,10,10,10,9,3,2,2,1,9,3,3,1
wavelet.HLH_glcm_Idmn,72,63,64,58,146,119,128,107,221,189,170,147,300,229,205,156,397,265,214,149
log.sigma.5.mm.3D_glrlm_RunEntropy,11,8,7,6,23,20,21,19,21,15,10,8,16,11,10,6,9,7,5,2
wavelet.HHH_glcm_InverseVariance,4,3,3,3,5,3,5,3,4,4,3,3,0,0,0,0,0,0,0,0
square_firstorder_RootMeanSquared,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
wavelet.LLL_glcm_ClusterShade,39,26,25,20,40,27,28,20,39,28,22,16,26,17,14,10,25,11,14,6
lbp.3D.m2_firstorder_Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glszm_SizeZoneNonUniformityNormalized,4,3,3,3,4,2,3,1,1,1,1,1,5,5,4,4,1,0,0,0
log.sigma.3.mm.3D_firstorder_RootMeanSquared,6,6,5,5,3,3,2,2,8,6,5,4,0,0,0,0,0,0,0,0
original_firstorder_Mean,23,21,22,20,34,32,30,30,22,19,17,15,18,13,14,10,15,8,7,3
gradient_ngtdm_Strength,124,94,103,83,145,111,115,87,202,150,145,109,240,161,150,97,266,162,135,86
log.sigma.5.mm.3D_glcm_ClusterTendency,0,0,0,0,2,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0
square_gldm_LargeDependenceLowGrayLevelEmphasis,1,1,1,1,2,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0
wavelet.LHL_ngtdm_Busyness,40,36,35,32,48,40,39,33,66,56,47,42,64,46,41,28,62,36,35,21
gradient_gldm_SmallDependenceLowGrayLevelEmphasis,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glrlm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_firstorder_TotalEnergy,13,8,12,7,8,7,6,5,3,1,1,0,1,0,1,0,0,0,0,0
squareroot_gldm_DependenceNonUniformityNormalized,4,2,2,1,16,11,16,11,3,3,2,2,2,2,2,2,0,0,0,0
wavelet.HHL_glszm_SizeZoneNonUniformityNormalized,30,23,20,17,28,19,23,15,45,29,30,21,70,51,45,33,58,35,32,20
wavelet.HLL_glcm_SumAverage,1,1,1,1,3,1,2,0,4,2,2,2,1,0,1,0,4,2,3,0
log.sigma.3.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis,13,12,12,11,11,10,11,10,12,10,8,7,10,7,9,6,6,3,4,2
wavelet.LHH_glrlm_LongRunEmphasis,8,4,5,3,4,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0
wavelet.LLL_firstorder_Variance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_firstorder_Skewness,32,26,23,20,25,17,18,13,22,14,17,11,19,13,10,8,16,11,8,6
wavelet.LLH_glszm_SizeZoneNonUniformity,14,12,11,10,15,11,10,7,10,8,6,5,3,0,3,0,0,0,0,0
wavelet.HLH_firstorder_Maximum,3,2,2,2,4,4,3,3,5,5,5,5,7,5,5,3,20,11,7,4
wavelet.LLL_glrlm_HighGrayLevelRunEmphasis,9,9,9,9,17,12,15,12,26,22,22,19,27,18,13,10,39,17,24,12
wavelet.LHH_glrlm_RunPercentage,5,3,3,2,4,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0
squareroot_glcm_DifferenceEntropy,4,3,4,3,5,2,4,2,5,3,4,2,2,2,1,1,1,0,0,0
square_firstorder_MeanAbsoluteDeviation,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
wavelet.LHH_firstorder_RobustMeanAbsoluteDeviation,22,15,17,15,20,13,14,11,25,18,17,13,11,5,9,4,7,5,5,3
wavelet.LHH_firstorder_MeanAbsoluteDeviation,8,5,7,5,11,9,9,8,18,12,10,6,13,8,7,3,13,5,5,3
wavelet.LHH_glcm_Contrast,2,0,2,0,2,2,2,2,7,5,5,3,4,2,1,1,5,2,1,0
squareroot_gldm_GrayLevelVariance,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_glszm_LargeAreaHighGrayLevelEmphasis,10,7,9,7,9,6,8,6,10,10,5,5,1,1,0,0,2,2,0,0
gradient_glszm_LargeAreaHighGrayLevelEmphasis,12,10,11,9,16,16,14,14,13,10,10,7,7,3,5,3,8,3,3,0
wavelet.HLL_gldm_SmallDependenceEmphasis,3,3,3,3,10,6,7,4,15,13,12,9,9,5,4,2,9,7,3,2
wavelet.HHL_glrlm_ShortRunLowGrayLevelEmphasis,18,16,14,13,19,15,15,14,19,13,14,11,20,10,13,6,8,5,3,1
lbp.3D.k_glcm_Correlation,34,24,28,21,42,32,31,27,62,41,44,31,46,28,24,17,47,25,21,15
original_glszm_LargeAreaHighGrayLevelEmphasis,12,12,12,12,19,15,17,14,13,12,7,7,5,5,4,4,9,4,4,0
squareroot_glcm_ClusterTendency,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
original_gldm_DependenceNonUniformity,6,5,6,5,7,5,4,3,7,6,4,3,6,6,5,5,5,3,3,1
wavelet.LLL_glcm_MCC,5,4,5,4,4,4,2,2,1,1,0,0,2,2,1,1,1,1,1,1
lbp.3D.k_firstorder_Entropy,18,16,12,11,14,11,10,9,33,28,20,17,49,33,33,21,57,40,30,19
log.sigma.5.mm.3D_ngtdm_Strength,41,36,37,34,59,48,45,38,72,66,51,47,77,60,47,35,66,47,32,19
wavelet.LLH_gldm_SmallDependenceHighGrayLevelEmphasis,4,3,4,3,12,11,12,11,23,19,14,12,36,29,20,16,34,18,18,9
square_glcm_Idm,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
lbp.3D.k_glcm_MCC,30,21,24,18,37,25,29,23,63,41,46,31,58,34,34,21,45,22,20,14
wavelet.HHH_firstorder_Minimum,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
logarithm_ngtdm_Coarseness,8,7,8,7,7,7,5,5,7,7,5,5,6,6,2,2,11,4,5,2
log.sigma.3.mm.3D_glcm_Autocorrelation,8,3,4,1,12,9,10,7,7,4,3,2,4,2,2,1,2,2,2,2
original_glrlm_LongRunLowGrayLevelEmphasis,62,56,56,51,126,107,111,99,149,122,117,99,162,118,116,81,185,133,101,77
squareroot_gldm_SmallDependenceEmphasis,4,4,4,4,10,8,8,7,18,15,14,11,6,5,4,3,8,6,3,2
squareroot_gldm_DependenceEntropy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_gldm_HighGrayLevelEmphasis,2,2,2,2,1,1,0,0,1,1,1,1,3,3,2,2,0,0,0,0
wavelet.HHH_firstorder_InterquartileRange,8,8,6,6,2,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
wavelet.HHL_firstorder_Entropy,3,2,3,2,1,1,0,0,3,1,1,1,3,2,1,0,4,4,3,3
wavelet.HHL_glcm_SumEntropy,2,1,2,1,1,1,1,1,1,1,2,1,1,1,0,0,2,2,1,1
gradient_glszm_LargeAreaLowGrayLevelEmphasis,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0
exponential_glcm_SumEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_gldm_LowGrayLevelEmphasis,4,3,4,3,5,4,3,3,7,6,6,6,15,10,11,7,21,15,12,9
wavelet.LHL_glcm_DifferenceAverage,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,2,1,0
wavelet.LHL_glrlm_ShortRunEmphasis,2,2,2,2,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
wavelet.LLH_glcm_ClusterTendency,41,36,36,33,102,85,93,79,149,120,112,89,225,164,152,110,304,200,178,121
